,MovieID,Title,Genres,NumRatings,AvgRating
1486,1619,Seven Years in Tibet (1997),Multiple,362,3.4281767955801103
1441,1569,My Best Friend's Wedding (1997),Multiple,820,3.428048780487805
3291,3524,Arthur (1981),Multiple,534,3.4269662921348316
2277,2470,Crocodile Dundee (1986),Multiple,912,3.4265350877192984
259,266,Legends of the Fall (1994),Multiple,705,3.425531914893617
44,45,To Die For (1995),Multiple,544,3.4246323529411766
1953,2134,Weird Science (1985),Comedy,510,3.4235294117647057
1742,1922,Whatever (1998),Drama,52,3.423076923076923
2151,2344,Runaway Train (1985),Multiple,201,3.4228855721393034
2375,2572,10 Things I Hate About You (1999),Multiple,700,3.422857142857143
2463,2665,Earth Vs. the Flying Saucers (1956),Sci-Fi,71,3.4225352112676055
351,361,It Could Happen to You (1994),Multiple,268,3.421641791044776
2332,2527,Westworld (1973),Multiple,636,3.4213836477987423
1456,1587,Conan the Barbarian (1982),Multiple,572,3.4213286713286712
1399,1518,Breakdown (1997),Multiple,354,3.42090395480226
486,500,Mrs. Doubtfire (1993),Comedy,838,3.420047732696897
984,1051,Trees Lounge (1996),Drama,98,3.4183673469387754
1279,1378,Young Guns (1988),Multiple,562,3.4181494661921707
2227,2420,"Karate Kid, The (1984)",Drama,493,3.417849898580122
2119,2311,2010 (1984),Multiple,470,3.4170212765957446
641,663,Kids in the Hall: Brain Candy (1996),Comedy,264,3.4166666666666665
3388,3628,Flying Tigers (1942),Multiple,101,3.4158415841584158
1560,1701,Deconstructing Harry (1997),Multiple,284,3.415492957746479
3218,3450,Grumpy Old Men (1993),Comedy,809,3.415327564894932
3487,3729,Shaft (1971),Multiple,222,3.4144144144144146
2939,3155,Anna and the King (1999),Multiple,333,3.4144144144144146
2055,2245,Working Girl (1988),Multiple,514,3.414396887159533
3498,3740,Big Trouble in Little China (1986),Multiple,584,3.414383561643836
149,155,Beyond Rangoon (1995),Multiple,87,3.413793103448276
2962,3179,Angela's Ashes (1999),Drama,225,3.4133333333333336
1630,1799,Suicide Kings (1997),Multiple,213,3.4131455399061035
2968,3185,Snow Falling on Cedars (1999),Drama,398,3.4120603015075375
6,7,Sabrina (1995),Multiple,458,3.410480349344978
2426,2628,Star Wars: Episode I - The Phantom Menace (1999),Multiple,2250,3.409777777777778
1273,1372,Star Trek VI: The Undiscovered Country (1991),Multiple,1001,3.4095904095904097
3552,3795,"Five Senses, The (1999)",Drama,66,3.409090909090909
3351,3591,Mr. Mom (1983),Multiple,628,3.4076433121019107
1163,1255,Bad Taste (1987),Multiple,54,3.4074074074074074
1021,1093,"Doors, The (1991)",Multiple,680,3.4073529411764705
1466,1597,Conspiracy Theory (1997),Multiple,811,3.405672009864365
3368,3608,Pee-wee's Big Adventure (1985),Comedy,861,3.40534262485482
949,1014,Pollyanna (1960),Multiple,136,3.4044117647058822
55,57,Home for the Holidays (1995),Drama,99,3.404040404040404
3464,3706,Angel Heart (1987),Multiple,448,3.404017857142857
1695,1875,Clockwatchers (1997),Comedy,164,3.402439024390244
83,85,Angels and Insects (1995),Multiple,194,3.402061855670103
3026,3250,Alive (1993),Drama,366,3.401639344262295
1445,1573,Face/Off (1997),Multiple,1421,3.4011259676284307
991,1059,William Shakespeare's Romeo and Juliet (1996),Multiple,479,3.4008350730688934
3190,3422,She's Gotta Have It (1986),Multiple,210,3.4
2234,2427,"Thin Red Line, The (1998)",Multiple,803,3.398505603985056
3566,3809,What About Bob? (1991),Comedy,817,3.397796817625459
3528,3771,"Golden Voyage of Sinbad, The (1974)",Multiple,151,3.3973509933774833
2344,2539,Analyze This (1999),Comedy,616,3.3944805194805197
84,86,White Squall (1996),Multiple,236,3.3940677966101696
138,144,"Brothers McMullen, The (1995)",Comedy,433,3.392609699769053
340,350,"Client, The (1994)",Multiple,515,3.392233009708738
903,964,Angel and the Badman (1947),Western,51,3.392156862745098
217,224,Don Juan DeMarco (1995),Multiple,386,3.3911917098445596
2221,2414,Young Sherlock Holmes (1985),Multiple,379,3.390501319261214
2841,3055,Felicia's Journey (1999),Thriller,82,3.3902439024390243
1619,1785,King of New York (1990),Multiple,180,3.388888888888889
2480,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1434,3.388423988842399
2855,3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Multiple,611,3.3878887070376433
1599,1754,Fallen (1998),Multiple,388,3.38659793814433
1921,2102,Steamboat Willie (1940),Multiple,197,3.3857868020304567
2926,3142,U2: Rattle and Hum (1988),Multiple,130,3.3846153846153846
3526,3769,Thunderbolt and Lightfoot (1974),Action,190,3.3842105263157896
529,543,So I Married an Axe Murderer (1993),Multiple,682,3.3841642228739004
3583,3827,Space Cowboys (2000),Multiple,478,3.3828451882845187
2264,2457,Running Scared (1986),Multiple,259,3.382239382239382
3503,3745,Titan A.E. (2000),Multiple,535,3.3813084112149534
1661,1840,He Got Game (1998),Drama,160,3.38125
467,481,Kalifornia (1993),Multiple,294,3.380952380952381
1115,1205,"Transformers: The Movie, The (1986)",Multiple,231,3.380952380952381
2231,2424,You've Got Mail (1998),Multiple,838,3.380668257756563
3027,3251,Agnes of God (1985),Multiple,276,3.380434782608696
1311,1413,"Whole Wide World, The (1996)",Drama,50,3.38
2866,3082,"World Is Not Enough, The (1999)",Multiple,862,3.379350348027842
3075,3301,"Whole Nine Yards, The (2000)",Multiple,602,3.3787375415282392
738,781,Stealing Beauty (1996),Drama,103,3.378640776699029
3334,3571,Time Code (2000),Drama,127,3.377952755905512
925,988,Grace of My Heart (1996),Multiple,69,3.3768115942028984
319,329,Star Trek: Generations (1994),Multiple,990,3.3767676767676766
2793,3005,"Bone Collector, The (1999)",Thriller,640,3.3765625
1984,2165,Your Friends and Neighbors (1998),Drama,109,3.376146788990826
2802,3015,Coma (1978),Thriller,144,3.375
3442,3684,"Fabulous Baker Boys, The (1989)",Multiple,358,3.374301675977654
3547,3790,Groove (2000),Drama,51,3.372549019607843
3329,3566,"Big Kahuna, The (2000)",Multiple,304,3.3717105263157894
1712,1892,"Perfect Murder, A (1998)",Multiple,401,3.371571072319202
3180,3412,"Bear, The (1988)",Adventure,175,3.3714285714285714
2896,3112,'Night Mother (1986),Drama,70,3.3714285714285714
3378,3618,Small Time Crooks (2000),Comedy,369,3.3712737127371275
261,268,Little Odessa (1994),Drama,54,3.3703703703703702
3035,3259,Far and Away (1992),Multiple,403,3.369727047146402
507,521,Romeo Is Bleeding (1993),Multiple,117,3.3675213675213675
2639,2846,"Adventures of Milo and Otis, The (1986)",Children's,166,3.3674698795180724
1964,2145,Pretty in Pink (1986),Multiple,693,3.3665223665223665
2083,2275,Six-String Samurai (1998),Multiple,71,3.3661971830985915
1647,1824,Homegrown (1998),Multiple,104,3.3653846153846154
3273,3506,North Dallas Forty (1979),Multiple,167,3.3652694610778444
352,362,"Jungle Book, The (1994)",Multiple,239,3.3640167364016738
2302,2496,Blast from the Past (1999),Multiple,360,3.363888888888889
2459,2661,It Came from Outer Space (1953),Sci-Fi,94,3.3617021276595747
407,421,Black Beauty (1994),Multiple,94,3.3617021276595747
3679,3926,Voyage to the Bottom of the Sea (1961),Multiple,180,3.361111111111111
2678,2885,Guinevere (1999),Multiple,61,3.360655737704918
1458,1589,Cop Land (1997),Multiple,492,3.3597560975609757
2240,2433,"Civil Action, A (1998)",Drama,612,3.3594771241830066
655,680,Alphaville (1965),Sci-Fi,64,3.359375
2929,3145,"Cradle Will Rock, The (1999)",Drama,259,3.359073359073359
2529,2734,"Mosquito Coast, The (1986)",Drama,466,3.3583690987124464
2261,2454,"Fly, The (1958)",Multiple,480,3.3583333333333334
1350,1459,Absolute Power (1997),Multiple,380,3.357894736842105
1149,1241,Braindead (1992),Multiple,70,3.357142857142857
701,735,Cemetery Man (Dellamorte Dellamore) (1994),Multiple,101,3.3564356435643563
2357,2553,Village of the Damned (1960),Multiple,219,3.356164383561644
1841,2021,Dune (1984),Multiple,789,3.356147021546261
1924,2105,Tron (1982),Multiple,970,3.3556701030927836
1276,1375,Star Trek III: The Search for Spock (1984),Multiple,927,3.353829557713053
601,616,"Aristocats, The (1970)",Multiple,278,3.352517985611511
1354,1464,Lost Highway (1997),Mystery,145,3.3517241379310345
1479,1611,My Own Private Idaho (1991),Drama,236,3.3516949152542375
2997,3217,"Star Is Born, A (1937)",Drama,91,3.3516483516483517
3512,3755,"Perfect Storm, The (2000)",Multiple,1013,3.351431391905232
2554,2759,Dick (1999),Comedy,430,3.3511627906976744
2718,2926,Hairspray (1988),Multiple,445,3.350561797752809
2420,2622,"Midsummer Night's Dream, A (1999)",Multiple,415,3.3493975903614457
21,22,Copycat (1995),Multiple,378,3.3492063492063493
753,799,"Frighteners, The (1996)",Multiple,338,3.3491124260355027
1085,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,198,3.3484848484848486
2200,2393,Star Trek: Insurrection (1998),Multiple,807,3.34820322180917
3280,3513,Rules of Engagement (2000),Multiple,420,3.3476190476190477
2979,3199,Pal Joey (1957),Multiple,72,3.3472222222222223
3286,3519,Force 10 from Navarone (1978),Multiple,199,3.3467336683417086
2283,2476,Heartbreak Ridge (1986),Multiple,300,3.3466666666666667
950,1015,Homeward Bound: The Incredible Journey (1993),Multiple,234,3.3461538461538463
480,494,Executive Decision (1996),Multiple,416,3.3461538461538463
1704,1884,Fear and Loathing in Las Vegas (1998),Multiple,298,3.3456375838926173
1843,2023,"Godfather: Part III, The (1990)",Multiple,774,3.3449612403100777
1845,2025,Lolita (1997),Multiple,221,3.3438914027149322
1241,1339,Bram Stoker's Dracula (1992),Multiple,672,3.34375
1831,2011,Back to the Future Part II (1989),Multiple,1158,3.3436960276338517
2312,2506,"Other Sister, The (1999)",Multiple,163,3.3435582822085887
2443,2645,Dracula (1958),Horror,102,3.343137254901961
341,351,"Corrina, Corrina (1994)",Multiple,257,3.342412451361868
280,289,Only You (1994),Multiple,158,3.3417721518987342
3198,3430,Death Wish (1974),Multiple,220,3.340909090909091
1876,2057,"Incredible Journey, The (1963)",Multiple,91,3.340659340659341
1513,1650,Washington Square (1997),Drama,50,3.34
3076,3302,Beautiful People (1999),Comedy,53,3.339622641509434
1923,2104,Tex (1982),Drama,53,3.339622641509434
3145,3375,Destination Moon (1950),Sci-Fi,65,3.3384615384615386
3195,3427,Coogan's Bluff (1968),Crime,74,3.3378378378378377
2720,2928,"Razor's Edge, The (1984)",Drama,77,3.3376623376623376
17,18,Four Rooms (1995),Thriller,157,3.337579617834395
1487,1620,Kiss the Girls (1997),Multiple,395,3.3367088607594937
3555,3798,What Lies Beneath (2000),Thriller,463,3.3347732181425487
1368,1482,"Van, The (1996)",Multiple,63,3.3333333333333335
1935,2116,"Lord of the Rings, The (1978)",Multiple,438,3.3333333333333335
2541,2746,Little Shop of Horrors (1986),Multiple,936,3.3322649572649574
3245,3478,"Bamba, La (1987)",Drama,266,3.330827067669173
943,1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,97,3.329896907216495
2994,3214,American Flyers (1985),Drama,97,3.329896907216495
2071,2261,One Crazy Summer (1986),Comedy,161,3.329192546583851
3667,3914,"Broken Hearts Club, The (2000)",Drama,70,3.3285714285714287
982,1049,"Ghost and the Darkness, The (1996)",Multiple,451,3.328159645232816
1999,2180,Torn Curtain (1966),Thriller,58,3.3275862068965516
1480,1612,"Kiss Me, Guido (1997)",Comedy,55,3.327272727272727
1296,1395,Tin Men (1987),Multiple,295,3.3254237288135595
476,490,Malice (1993),Thriller,185,3.324324324324324
670,700,Angus (1995),Comedy,145,3.3241379310344827
2447,2649,Son of Frankenstein (1939),Horror,65,3.3230769230769233
2415,2617,"Mummy, The (1999)",Multiple,1007,3.3217477656405165
394,408,8 Seconds (1994),Drama,72,3.3194444444444446
2170,2363,Godzilla (Gojira) (1954),Multiple,301,3.318936877076412
3650,3896,"Way of the Gun, The (2000)",Multiple,179,3.3184357541899443
1844,2024,"Rapture, The (1991)",Multiple,148,3.3175675675675675
477,491,"Man Without a Face, The (1993)",Drama,212,3.3160377358490565
1974,2155,"Slums of Beverly Hills, The (1998)",Comedy,267,3.3146067415730336
451,465,Heaven & Earth (1993),Multiple,105,3.3142857142857145
34,35,Carrington (1995),Multiple,70,3.3142857142857145
590,605,One Fine Day (1996),Multiple,226,3.314159292035398
2542,2747,"Little Shop of Horrors, The (1960)",Multiple,356,3.311797752808989
1016,1088,Dirty Dancing (1987),Multiple,687,3.3114992721979624
3476,3718,American Pimp (1999),Documentary,61,3.3114754098360657
2826,3040,Meatballs (1979),Comedy,315,3.311111111111111
1658,1836,"Last Days of Disco, The (1998)",Drama,135,3.311111111111111
359,369,Mrs. Parker and the Vicious Circle (1994),Drama,58,3.310344827586207
1517,1654,FairyTale: A True Story (1997),Multiple,87,3.310344827586207
986,1054,Get on the Bus (1996),Drama,81,3.308641975308642
2153,2346,"Stepford Wives, The (1975)",Multiple,300,3.3066666666666666
1325,1429,Jackie Chan's First Strike (1996),Action,297,3.3063973063973062
2975,3194,"Way We Were, The (1973)",Drama,220,3.3045454545454547
229,236,French Kiss (1995),Multiple,326,3.303680981595092
2977,3197,"Presidio, The (1988)",Action,251,3.302788844621514
3354,3594,Center Stage (2000),Drama,182,3.302197802197802
2901,3117,Ride with the Devil (1999),Multiple,73,3.3013698630136985
3074,3300,Pitch Black (2000),Multiple,542,3.300738007380074
2282,2475,52 Pick-Up (1986),Multiple,140,3.3
1925,2106,Swing Kids (1993),Multiple,185,3.2972972972972974
192,198,Strange Days (1995),Multiple,605,3.2958677685950413
139,145,Bad Boys (1995),Action,362,3.2955801104972378
2630,2836,Outside Providence (1999),Comedy,163,3.294478527607362
1321,1425,Fierce Creatures (1997),Comedy,168,3.2916666666666665
2455,2657,"Rocky Horror Picture Show, The (1975)",Multiple,1233,3.291159772911598
3193,3425,Mo' Better Blues (1990),Drama,79,3.2911392405063293
2355,2551,Dead Ringers (1988),Multiple,189,3.291005291005291
2191,2384,Babe: Pig in the City (1998),Multiple,523,3.2906309751434035
1657,1835,City of Angels (1998),Romance,366,3.289617486338798
2080,2271,Permanent Midnight (1998),Drama,76,3.289473684210526
3570,3813,Interiors (1978),Drama,83,3.289156626506024
3046,3270,"Cutting Edge, The (1992)",Drama,200,3.285
153,159,Clockers (1995),Drama,116,3.2844827586206895
2819,3033,Spaceballs (1987),Multiple,899,3.2836484983314795
1878,2059,"Parent Trap, The (1998)",Multiple,268,3.283582089552239
935,999,2 Days in the Valley (1996),Crime,286,3.2832167832167833
1488,1621,Soul Food (1997),Drama,85,3.2823529411764705
2098,2290,Stardust Memories (1980),Multiple,121,3.28099173553719
3551,3794,Chuck & Buck (2000),Multiple,121,3.28099173553719
436,450,With Honors (1994),Multiple,228,3.280701754385965
1482,1614,In & Out (1997),Comedy,428,3.2803738317757007
1439,1566,Hercules (1997),Multiple,469,3.279317697228145
1367,1480,Smilla's Sense of Snow (1997),Multiple,265,3.279245283018868
447,461,Go Fish (1994),Multiple,86,3.2790697674418605
357,367,"Mask, The (1994)",Multiple,1179,3.279050042408821
1763,1943,"Greatest Show on Earth, The (1952)",Drama,61,3.278688524590164
2276,2469,Peggy Sue Got Married (1986),Multiple,506,3.2766798418972334
444,458,Geronimo: An American Legend (1993),Multiple,87,3.2758620689655173
3209,3441,Red Dawn (1984),Multiple,475,3.2757894736842106
1952,2133,Adventures in Babysitting (1987),Multiple,541,3.2754158964879854
2598,2803,"Pelican Brief, The (1993)",Thriller,346,3.2745664739884393
330,340,"War, The (1994)",Multiple,84,3.2738095238095237
2815,3029,Nighthawks (1981),Multiple,190,3.2736842105263158
3564,3807,Sinbad and the Eye of the Tiger (1977),Multiple,106,3.2735849056603774
3636,3882,Bring It On (2000),Comedy,234,3.2735042735042734
3178,3409,Final Destination (2000),Multiple,459,3.272331154684096
1862,2043,Darby O'Gill and the Little People (1959),Multiple,158,3.2721518987341773
454,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Multiple,350,3.2714285714285714
1962,2143,Legend (1985),Multiple,355,3.2704225352112677
726,764,Heavy (1995),Multiple,74,3.27027027027027
245,252,I.Q. (1994),Multiple,367,3.2697547683923704
1286,1385,Under Siege (1992),Action,461,3.2689804772234274
283,292,Outbreak (1995),Multiple,733,3.2687585266030013
945,1010,"Love Bug, The (1969)",Multiple,242,3.268595041322314
1823,2003,Gremlins (1984),Multiple,776,3.268041237113402
2183,2376,"View to a Kill, A (1985)",Action,325,3.267692307692308
1678,1858,Mr. Nice Guy (1997),Multiple,172,3.2674418604651163
3377,3617,Road Trip (2000),Comedy,419,3.2673031026252985
3328,3565,Where the Heart Is (2000),Multiple,277,3.267148014440433
373,383,Wyatt Earp (1994),Western,270,3.2666666666666666
1428,1552,Con Air (1997),Multiple,954,3.2662473794549265
1929,2110,Dead Men Don't Wear Plaid (1982),Multiple,367,3.2643051771117166
12,13,Balto (1995),Multiple,99,3.2626262626262625
2565,2770,Bowfinger (1999),Comedy,935,3.2620320855614975
3617,3863,"Cell, The (2000)",Multiple,658,3.2613981762917934
3379,3619,"Hollywood Knights, The (1980)",Comedy,92,3.260869565217391
371,381,When a Man Loves a Woman (1994),Drama,211,3.2606635071090047
76,78,"Crossing Guard, The (1995)",Drama,50,3.26
3182,3414,Love Is a Many-Splendored Thing (1955),Romance,50,3.26
1053,1130,"Howling, The (1980)",Horror,231,3.25974025974026
3563,3806,MacKenna's Gold (1969),Western,58,3.2586206896551726
2653,2860,Blue Streak (1999),Comedy,128,3.2578125
2668,2875,Sommersby (1993),Multiple,291,3.2577319587628866
2401,2600,eXistenZ (1999),Multiple,410,3.2560975609756095
3683,3930,"Creature From the Black Lagoon, The (1954)",Horror,223,3.2556053811659194
1314,1416,Evita (1996),Multiple,282,3.25531914893617
2999,3219,Pacific Heights (1990),Thriller,447,3.2550335570469797
1822,2002,Lethal Weapon 3 (1992),Multiple,802,3.254364089775561
3444,3686,Flatliners (1990),Thriller,413,3.2542372881355934
1566,1711,Midnight in the Garden of Good and Evil (1997),Multiple,628,3.2531847133757963
2147,2340,Meet Joe Black (1998),Romance,344,3.252906976744186
2509,2714,"Wood, The (1999)",Drama,87,3.2528735632183907
953,1018,That Darn Cat! (1965),Multiple,123,3.252032520325203
1324,1428,Angel Baby (1995),Drama,52,3.25
3543,3786,But I'm a Cheerleader (1999),Comedy,184,3.25
2260,2453,"Boy Who Could Fly, The (1986)",Multiple,176,3.25
2220,2413,Clue (1985),Multiple,443,3.2483069977426635
2986,3206,Against All Odds (1984),Romance,133,3.2481203007518795
2432,2634,"Mummy, The (1959)",Horror,93,3.247311827956989
959,1024,"Three Caballeros, The (1945)",Multiple,126,3.246031746031746
366,376,"River Wild, The (1994)",Multiple,350,3.2457142857142856
3502,3744,Shaft (2000),Multiple,421,3.2422802850356294
1832,2012,Back to the Future Part III (1990),Multiple,1148,3.2421602787456445
566,580,Princess Caraboo (1994),Drama,62,3.2419354838709675
2168,2361,Pink Flamingos (1972),Comedy,158,3.240506329113924
538,552,"Three Musketeers, The (1993)",Multiple,529,3.2400756143667295
955,1020,Cool Runnings (1993),Comedy,392,3.239795918367347
1715,1895,Can't Hardly Wait (1998),Multiple,306,3.238562091503268
2883,3099,Shampoo (1975),Multiple,273,3.238095238095238
181,187,Party Girl (1995),Comedy,105,3.238095238095238
3541,3784,"Kid, The (2000)",Comedy,165,3.2363636363636363
102,105,"Bridges of Madison County, The (1995)",Multiple,387,3.2325581395348837
2911,3127,Holy Smoke (1999),Drama,56,3.232142857142857
3619,3865,"Original Kings of Comedy, The (2000)",Multiple,147,3.2312925170068025
3470,3712,Soapdish (1991),Comedy,365,3.23013698630137
2822,3036,Quest for Fire (1981),Adventure,174,3.2298850574712645
2324,2519,House on Haunted Hill (1958),Horror,96,3.2291666666666665
1579,1727,"Horse Whisperer, The (1998)",Drama,210,3.2285714285714286
250,257,Just Cause (1995),Multiple,114,3.2280701754385963
1930,2111,"Man with Two Brains, The (1983)",Comedy,312,3.2275641025641026
632,653,Dragonheart (1996),Multiple,612,3.2254901960784315
3212,3444,Bloodsport (1988),Action,222,3.225225225225225
3459,3701,Alien Nation (1988),Multiple,504,3.2242063492063493
439,453,For Love or Money (1993),Comedy,67,3.2238805970149254
2138,2331,Living Out Loud (1998),Multiple,179,3.223463687150838
275,282,Nell (1994),Drama,215,3.2232558139534886
740,783,"Hunchback of Notre Dame, The (1996)",Multiple,390,3.223076923076923
2266,2459,"Texas Chainsaw Massacre, The (1974)",Horror,247,3.222672064777328
2346,2541,Cruel Intentions (1999),Drama,559,3.221824686940966
799,852,Tin Cup (1996),Multiple,615,3.221138211382114
182,188,"Prophecy, The (1995)",Horror,190,3.221052631578947
2564,2769,"Yards, The (1999)",Multiple,77,3.220779220779221
3263,3496,Madame Sousatzka (1988),Drama,59,3.2203389830508473
3374,3614,Honeymoon in Vegas (1992),Multiple,542,3.2195571955719555
3302,3535,American Psycho (2000),Multiple,630,3.219047619047619
2893,3109,"River, The (1984)",Drama,64,3.21875
2544,2749,"Morning After, The (1986)",Multiple,87,3.218390804597701
951,1016,"Shaggy Dog, The (1959)",Multiple,156,3.217948717948718
3375,3615,Dinosaur (2000),Multiple,345,3.217391304347826
1996,2177,Family Plot (1976),Multiple,83,3.216867469879518
58,60,"Indian in the Cupboard, The (1995)",Multiple,357,3.212885154061625
2579,2784,"Masque of the Red Death, The (1964)",Horror,63,3.2063492063492065
2144,2337,Velvet Goldmine (1998),Drama,126,3.2063492063492065
3048,3272,Bad Lieutenant (1992),Multiple,171,3.2046783625730995
453,467,Live Nude Girls (1995),Comedy,54,3.2037037037037037
3045,3269,Forever Young (1992),Multiple,477,3.20335429769392
2694,2901,Phantasm (1979),Multiple,330,3.203030303030303
2226,2419,Extremities (1986),Multiple,69,3.2028985507246377
2437,2639,Mommie Dearest (1981),Drama,163,3.2024539877300615
1598,1753,Half Baked (1998),Comedy,198,3.202020202020202
2370,2567,EDtv (1999),Comedy,302,3.2019867549668874
1300,1399,Marvin's Room (1996),Drama,104,3.201923076923077
1954,2135,Doctor Dolittle (1967),Multiple,238,3.2016806722689077
1587,1735,Great Expectations (1998),Multiple,263,3.2015209125475286
1,2,Jumanji (1995),Multiple,701,3.20114122681883
2507,2712,Eyes Wide Shut (1999),Drama,945,3.201058201058201
2674,2881,Double Jeopardy (1999),Multiple,786,3.2010178117048347
2778,2990,Licence to Kill (1989),Action,385,3.2
1881,2062,"Governess, The (1998)",Multiple,70,3.2
3456,3698,"Running Man, The (1987)",Multiple,730,3.1986301369863015
1291,1390,My Fellow Americans (1996),Comedy,121,3.1983471074380163
3082,3308,"Flamingo Kid, The (1984)",Multiple,294,3.197278911564626
1366,1479,"Saint, The (1997)",Multiple,563,3.197158081705151
2922,3138,Stealing Home (1988),Drama,66,3.196969696969697
1908,2089,"Rescuers Down Under, The (1990)",Multiple,239,3.196652719665272
3383,3623,Mission: Impossible 2 (2000),Multiple,1313,3.1957349581111956
3194,3426,Jungle Fever (1991),Multiple,215,3.1953488372093024
1645,1821,"Object of My Affection, The (1998)",Multiple,211,3.1943127962085307
3213,3445,Eyes of Laura Mars (1978),Multiple,139,3.194244604316547
1524,1661,Switchback (1997),Thriller,88,3.1931818181818183
2059,2249,My Blue Heaven (1990),Comedy,239,3.192468619246862
224,231,Dumb & Dumber (1994),Comedy,660,3.1924242424242424
2445,2647,House of Frankenstein (1944),Horror,52,3.1923076923076925
1737,1917,Armageddon (1998),Multiple,1110,3.191891891891892
308,317,"Santa Clause, The (1994)",Multiple,641,3.1918876755070205
3397,3638,Moonraker (1979),Multiple,652,3.191717791411043
1299,1398,In Love and War (1996),Multiple,63,3.1904761904761907
2470,2672,"Thirteenth Floor, The (1999)",Multiple,391,3.1892583120204603
1058,1135,Private Benjamin (1980),Comedy,407,3.189189189189189
3039,3263,White Men Can't Jump (1992),Comedy,667,3.188905547226387
3282,3515,Me Myself I (2000),Comedy,192,3.1875
944,1009,Escape to Witch Mountain (1975),Multiple,291,3.185567010309278
1268,1366,"Crucible, The (1996)",Drama,108,3.185185185185185
1248,1346,Cat People (1982),Horror,174,3.1839080459770117
210,216,Billy Madison (1995),Comedy,355,3.183098591549296
2575,2780,"Raven, The (1963)",Multiple,82,3.182926829268293
270,277,Miracle on 34th Street (1994),Drama,170,3.1823529411764704
2637,2844,"Minus Man, The (1999)",Multiple,83,3.180722891566265
1234,1331,Audrey Rose (1977),Horror,50,3.18
23,24,Powder (1995),Multiple,624,3.1794871794871793
361,371,"Paper, The (1994)",Multiple,212,3.1792452830188678
344,354,Cobb (1994),Drama,67,3.1791044776119404
666,695,True Crime (1995),Multiple,135,3.1777777777777776
1834,2014,Freaky Friday (1977),Multiple,180,3.1777777777777776
2216,2409,Rocky II (1979),Multiple,445,3.1775280898876406
2504,2709,Muppets From Space (1999),Multiple,232,3.1767241379310347
2358,2554,Children of the Damned (1963),Multiple,136,3.176470588235294
503,517,Rising Sun (1993),Multiple,382,3.175392670157068
2576,2781,"Tingler, The (1959)",Horror,63,3.1746031746031744
702,736,Twister (1996),Multiple,1110,3.1738738738738737
218,225,Disclosure (1994),Multiple,254,3.173228346456693
1739,1919,Madeline (1998),Multiple,116,3.1724137931034484
1521,1658,"Life Less Ordinary, A (1997)",Multiple,116,3.1724137931034484
1623,1792,U.S. Marshalls (1998),Multiple,448,3.171875
1970,2151,"Gods Must Be Crazy II, The (1989)",Comedy,128,3.171875
348,358,Higher Learning (1995),Drama,141,3.1702127659574466
3408,3649,American Gigolo (1980),Drama,295,3.169491525423729
1943,2124,"Addams Family, The (1991)",Comedy,714,3.169467787114846
355,365,Little Buddha (1993),Drama,71,3.1690140845070425
2403,2605,Entrapment (1999),Multiple,777,3.168597168597169
2384,2581,Never Been Kissed (1999),Multiple,624,3.168269230769231
3023,3247,Sister Act (1992),Multiple,666,3.1681681681681684
760,806,American Buffalo (1996),Drama,60,3.1666666666666665
1451,1582,Wild America (1997),Multiple,60,3.1666666666666665
1696,1876,Deep Impact (1998),Multiple,895,3.166480446927374
3462,3704,Mad Max Beyond Thunderdome (1985),Multiple,722,3.1662049861495847
135,140,Up Close and Personal (1996),Multiple,139,3.1654676258992804
1852,2033,"Black Cauldron, The (1985)",Multiple,200,3.165
2439,2641,Superman II (1980),Multiple,846,3.1643026004728134
522,536,"Simple Twist of Fate, A (1994)",Drama,55,3.1636363636363636
2899,3115,Flawless (1999),Drama,110,3.1636363636363636
2212,2405,"Jewel of the Nile, The (1985)",Multiple,673,3.163447251114413
962,1027,Robin Hood: Prince of Thieves (1991),Drama,344,3.1627906976744184
79,81,Things to Do in Denver when You're Dead (1995),Multiple,166,3.1626506024096384
3281,3514,Joe Gould's Secret (2000),Drama,62,3.161290322580645
3612,3858,Cecil B. Demented (2000),Comedy,69,3.1594202898550723
2803,3016,Creepshow (1982),Horror,447,3.1588366890380315
2621,2826,"13th Warrior, The (1999)",Multiple,750,3.1586666666666665
1345,1454,SubUrbia (1997),Comedy,82,3.158536585365854
68,70,From Dusk Till Dawn (1996),Multiple,914,3.1564551422319473
2072,2262,About Last Night... (1986),Multiple,326,3.1564417177914113
1549,1686,Red Corner (1997),Multiple,109,3.1559633027522938
3295,3528,"Prince of Tides, The (1991)",Multiple,321,3.155763239875389
1552,1689,"Man Who Knew Too Little, The (1997)",Multiple,252,3.1547619047619047
362,372,Reality Bites (1994),Multiple,428,3.1542056074766354
2654,2861,For Love of the Game (1999),Multiple,354,3.152542372881356
711,748,"Arrival, The (1996)",Multiple,417,3.1510791366906474
437,451,Flesh and Bone (1993),Multiple,106,3.150943396226415
2941,3157,Stuart Little (1999),Multiple,520,3.15
2223,2416,Back to School (1986),Comedy,354,3.1497175141242937
334,344,Ace Ventura: Pet Detective (1994),Comedy,766,3.1488250652741514
